DATAFLOW,LAST UPDATE,freq,reporter,partner,product,flow,indicators,TIME_PERIOD,OBS_VALUE
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2010,1267224.43,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2011,1256388.09,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2012,1443204.65,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2013,1583292.87,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2014,1767168.57,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2015,1575645.80,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2016,1859252.87,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2017,1529742.16,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2018,1493474.72,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2019,1877263.86,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2020,2394229.41,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2021,3623743.64,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2022,3051229.12,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2023,3296485.70,
