DATAFLOW,LAST UPDATE,freq,waste,wst_oper,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Belgium,2009,130497,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Belgium,2010,130862,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Belgium,2011,130730,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Belgium,2012,133058,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Belgium,2013,128318,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Belgium,2014,137538,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Belgium,2015,144583,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Belgium,2016,149034,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Belgium,2017,153566,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Belgium,2018,147449,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Belgium,2019,166186,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Belgium,2020,164964,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Belgium,2021,182552,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Belgium,2022,198509,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Bulgaria,2005,8935,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Bulgaria,2006,17996,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Bulgaria,2007,19941,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Bulgaria,2008,12084,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Bulgaria,2009,28596,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Bulgaria,2010,33553,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Bulgaria,2011,37198,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Bulgaria,2012,39166,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Bulgaria,2013,39900,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Bulgaria,2014,65408,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Bulgaria,2015,60537,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Bulgaria,2016,56959,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Bulgaria,2017,77771,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Bulgaria,2018,77718,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Bulgaria,2019,82464,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Bulgaria,2021,71176,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Bulgaria,2022,58572,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Cyprus,2004,2924,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Cyprus,2005,2967,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Cyprus,2006,1861,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Cyprus,2007,2106,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Cyprus,2008,2456,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Cyprus,2009,2858,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Cyprus,2010,4299,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Cyprus,2011,5773,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Cyprus,2012,6826,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Cyprus,2013,7130,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Cyprus,2014,7371,,
ESTAT:ENV_WASPAC(1.0),23/10/24 23:00:00,Annual,Plastic packaging,Recycling,Tonne,Cyprus,2015,10255,,
