DECL_LAB,PERIOD_LAB,PRCCODE_LAB,INDICATORS_LAB,INDICATOR_VALUE
"Poland","Jan.-Dec. 2010","Polymers of halogenated olefins, in primary forms, n.e.c.","QNTUNIT",kg
"Poland","Jan.-Dec. 2010","Polymers of halogenated olefins, in primary forms, n.e.c.","PRODQNT",0
"Poland","Jan.-Dec. 2010","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2010","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","PRODQNT",86784000
"Poland","Jan.-Dec. 2010","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","QNTUNIT",kg
"Poland","Jan.-Dec. 2010","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","PQNTFLAG",:C
"Poland","Jan.-Dec. 2010","Polypropylene, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2010","Polypropylene, in primary forms","PRODQNT",239514000
"Poland","Jan.-Dec. 2010","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","QNTUNIT",kg
"Poland","Jan.-Dec. 2010","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","PQNTFLAG",:C
"Poland","Jan.-Dec. 2011","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","QNTUNIT",kg
"Poland","Jan.-Dec. 2011","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","PQNTFLAG",:C
"Poland","Jan.-Dec. 2011","Other polyethylene terephthalate in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2011","Other polyethylene terephthalate in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2011","Linear polyethylene having a specific gravity < 0,94, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2011","Linear polyethylene having a specific gravity < 0,94, in primary forms","PRODQNT",4014000
"Poland","Jan.-Dec. 2011","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","QNTUNIT",kg
"Poland","Jan.-Dec. 2011","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","PQNTFLAG",:C
"Poland","Jan.-Dec. 2011","Polyethylene having a specific gravity of >= 0,94, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2011","Polyethylene having a specific gravity of >= 0,94, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2011","Ethylene-vinyl acetate copolymers, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2011","Ethylene-vinyl acetate copolymers, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2011","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","QNTUNIT",kg
"Poland","Jan.-Dec. 2011","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","PRODQNT",4939000
"Poland","Jan.-Dec. 2011","Expansible polystyrene, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2011","Expansible polystyrene, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2011","Polystyrene, in primary forms (excluding expansible polystyrene)","QNTUNIT",kg
"Poland","Jan.-Dec. 2011","Polystyrene, in primary forms (excluding expansible polystyrene)","PQNTFLAG",:C
"Poland","Jan.-Dec. 2011","Styrene-acrylonitrile (SAN) copolymers, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2011","Styrene-acrylonitrile (SAN) copolymers, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2011","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2011","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2011","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","QNTUNIT",kg
"Poland","Jan.-Dec. 2011","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","PQNTFLAG",:C
"Poland","Jan.-Dec. 2011","Polyvinyl chloride, not mixed with any other substances, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2011","Polyvinyl chloride, not mixed with any other substances, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2011","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2011","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2011","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2011","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","PRODQNT",84788000
"Poland","Jan.-Dec. 2011","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2011","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2011","Polymers of halogenated olefins, in primary forms, n.e.c.","QNTUNIT",kg
"Poland","Jan.-Dec. 2011","Polymers of halogenated olefins, in primary forms, n.e.c.","PQNTFLAG",:C
"Poland","Jan.-Dec. 2011","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2011","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","PRODQNT",88146000
"Poland","Jan.-Dec. 2011","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","QNTUNIT",kg
"Poland","Jan.-Dec. 2011","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","PRODQNT",0
"Poland","Jan.-Dec. 2011","Polypropylene, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2011","Polypropylene, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2011","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","QNTUNIT",kg
"Poland","Jan.-Dec. 2011","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","PQNTFLAG",:C
"Poland","Jan.-Dec. 2012","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","QNTUNIT",kg
"Poland","Jan.-Dec. 2012","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","PQNTFLAG",:C
"Poland","Jan.-Dec. 2012","Other polyethylene terephthalate in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2012","Other polyethylene terephthalate in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2012","Linear polyethylene having a specific gravity < 0,94, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2012","Linear polyethylene having a specific gravity < 0,94, in primary forms","PRODQNT",4349000
"Poland","Jan.-Dec. 2012","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","QNTUNIT",kg
"Poland","Jan.-Dec. 2012","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","PQNTFLAG",:C
"Poland","Jan.-Dec. 2012","Polyethylene having a specific gravity of >= 0,94, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2012","Polyethylene having a specific gravity of >= 0,94, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2012","Ethylene-vinyl acetate copolymers, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2012","Ethylene-vinyl acetate copolymers, in primary forms","PRODQNT",0
"Poland","Jan.-Dec. 2012","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","QNTUNIT",kg
"Poland","Jan.-Dec. 2012","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","PRODQNT",2429000
"Poland","Jan.-Dec. 2012","Expansible polystyrene, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2012","Expansible polystyrene, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2012","Polystyrene, in primary forms (excluding expansible polystyrene)","QNTUNIT",kg
"Poland","Jan.-Dec. 2012","Polystyrene, in primary forms (excluding expansible polystyrene)","PQNTFLAG",:C
"Poland","Jan.-Dec. 2012","Styrene-acrylonitrile (SAN) copolymers, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2012","Styrene-acrylonitrile (SAN) copolymers, in primary forms","PRODQNT",0
"Poland","Jan.-Dec. 2012","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2012","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2012","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","QNTUNIT",kg
"Poland","Jan.-Dec. 2012","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","PQNTFLAG",:C
"Poland","Jan.-Dec. 2012","Polyvinyl chloride, not mixed with any other substances, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2012","Polyvinyl chloride, not mixed with any other substances, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2012","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2012","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","PRODQNT",27263000
"Poland","Jan.-Dec. 2012","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2012","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","PRODQNT",79179000
"Poland","Jan.-Dec. 2012","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2012","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","PRODQNT",0
"Poland","Jan.-Dec. 2012","Polymers of halogenated olefins, in primary forms, n.e.c.","QNTUNIT",kg
"Poland","Jan.-Dec. 2012","Polymers of halogenated olefins, in primary forms, n.e.c.","PQNTFLAG",:C
"Poland","Jan.-Dec. 2012","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2012","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","PRODQNT",109348000
"Poland","Jan.-Dec. 2012","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","QNTUNIT",kg
"Poland","Jan.-Dec. 2012","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","PRODQNT",0
"Poland","Jan.-Dec. 2012","Polypropylene, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2012","Polypropylene, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2012","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","QNTUNIT",kg
"Poland","Jan.-Dec. 2012","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","PQNTFLAG",:C
"Poland","Jan.-Dec. 2013","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","QNTUNIT",kg
"Poland","Jan.-Dec. 2013","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","PQNTFLAG",:C
"Poland","Jan.-Dec. 2013","Other polyethylene terephthalate in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2013","Other polyethylene terephthalate in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2013","Linear polyethylene having a specific gravity < 0,94, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2013","Linear polyethylene having a specific gravity < 0,94, in primary forms","PRODQNT",4271000
"Poland","Jan.-Dec. 2013","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","QNTUNIT",kg
"Poland","Jan.-Dec. 2013","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","PQNTFLAG",:C
"Poland","Jan.-Dec. 2013","Polyethylene having a specific gravity of >= 0,94, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2013","Polyethylene having a specific gravity of >= 0,94, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2013","Ethylene-vinyl acetate copolymers, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2013","Ethylene-vinyl acetate copolymers, in primary forms","PRODQNT",0
"Poland","Jan.-Dec. 2013","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","QNTUNIT",kg
"Poland","Jan.-Dec. 2013","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","PRODQNT",3820000
"Poland","Jan.-Dec. 2013","Expansible polystyrene, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2013","Expansible polystyrene, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2013","Polystyrene, in primary forms (excluding expansible polystyrene)","QNTUNIT",kg
"Poland","Jan.-Dec. 2013","Polystyrene, in primary forms (excluding expansible polystyrene)","PQNTFLAG",:C
"Poland","Jan.-Dec. 2013","Styrene-acrylonitrile (SAN) copolymers, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2013","Styrene-acrylonitrile (SAN) copolymers, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2013","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2013","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2013","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","QNTUNIT",kg
"Poland","Jan.-Dec. 2013","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","PQNTFLAG",:C
"Poland","Jan.-Dec. 2013","Polyvinyl chloride, not mixed with any other substances, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2013","Polyvinyl chloride, not mixed with any other substances, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2013","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2013","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","PRODQNT",37027000
"Poland","Jan.-Dec. 2013","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2013","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","PRODQNT",85433000
"Poland","Jan.-Dec. 2013","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2013","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","PRODQNT",0
"Poland","Jan.-Dec. 2013","Polymers of halogenated olefins, in primary forms, n.e.c.","QNTUNIT",kg
"Poland","Jan.-Dec. 2013","Polymers of halogenated olefins, in primary forms, n.e.c.","PQNTFLAG",:C
"Poland","Jan.-Dec. 2013","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2013","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","PRODQNT",123495000
"Poland","Jan.-Dec. 2013","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","QNTUNIT",kg
"Poland","Jan.-Dec. 2013","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","PRODQNT",0
"Poland","Jan.-Dec. 2013","Polypropylene, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2013","Polypropylene, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2013","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","QNTUNIT",kg
"Poland","Jan.-Dec. 2013","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","PQNTFLAG",:C
"Poland","Jan.-Dec. 2014","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","QNTUNIT",kg
"Poland","Jan.-Dec. 2014","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","PQNTFLAG",:C
"Poland","Jan.-Dec. 2014","Other polyethylene terephthalate in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2014","Other polyethylene terephthalate in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2014","Linear polyethylene having a specific gravity < 0,94, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2014","Linear polyethylene having a specific gravity < 0,94, in primary forms","PRODQNT",9570000
"Poland","Jan.-Dec. 2014","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","QNTUNIT",kg
"Poland","Jan.-Dec. 2014","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","PQNTFLAG",:C
"Poland","Jan.-Dec. 2014","Polyethylene having a specific gravity of >= 0,94, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2014","Polyethylene having a specific gravity of >= 0,94, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2014","Ethylene-vinyl acetate copolymers, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2014","Ethylene-vinyl acetate copolymers, in primary forms","PRODQNT",0
"Poland","Jan.-Dec. 2014","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","QNTUNIT",kg
"Poland","Jan.-Dec. 2014","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","PRODQNT",4558000
"Poland","Jan.-Dec. 2014","Expansible polystyrene, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2014","Expansible polystyrene, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2014","Polystyrene, in primary forms (excluding expansible polystyrene)","QNTUNIT",kg
"Poland","Jan.-Dec. 2014","Polystyrene, in primary forms (excluding expansible polystyrene)","PQNTFLAG",:C
"Poland","Jan.-Dec. 2014","Styrene-acrylonitrile (SAN) copolymers, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2014","Styrene-acrylonitrile (SAN) copolymers, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2014","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2014","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2014","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","QNTUNIT",kg
"Poland","Jan.-Dec. 2014","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","PQNTFLAG",:C
"Poland","Jan.-Dec. 2014","Polyvinyl chloride, not mixed with any other substances, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2014","Polyvinyl chloride, not mixed with any other substances, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2014","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2014","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2014","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2014","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","PRODQNT",91908000
"Poland","Jan.-Dec. 2014","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2014","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","PRODQNT",0
"Poland","Jan.-Dec. 2014","Polymers of halogenated olefins, in primary forms, n.e.c.","QNTUNIT",kg
"Poland","Jan.-Dec. 2014","Polymers of halogenated olefins, in primary forms, n.e.c.","PQNTFLAG",:C
"Poland","Jan.-Dec. 2014","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2014","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","PRODQNT",140710000
"Poland","Jan.-Dec. 2014","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","QNTUNIT",kg
"Poland","Jan.-Dec. 2014","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","PRODQNT",0
"Poland","Jan.-Dec. 2014","Polypropylene, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2014","Polypropylene, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2014","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","QNTUNIT",kg
"Poland","Jan.-Dec. 2014","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","PQNTFLAG",:C
"Poland","Jan.-Dec. 2016","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","QNTUNIT",kg
"Poland","Jan.-Dec. 2016","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","PQNTFLAG",:C
"Poland","Jan.-Dec. 2016","Other polyethylene terephthalate in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2016","Other polyethylene terephthalate in primary forms","PRODQNT",219922000
"Poland","Jan.-Dec. 2016","Linear polyethylene having a specific gravity < 0,94, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2016","Linear polyethylene having a specific gravity < 0,94, in primary forms","PRODQNT",2872000
"Poland","Jan.-Dec. 2016","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","QNTUNIT",kg
"Poland","Jan.-Dec. 2016","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","PQNTFLAG",:C
"Poland","Jan.-Dec. 2016","Polyethylene having a specific gravity of >= 0,94, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2016","Polyethylene having a specific gravity of >= 0,94, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2016","Ethylene-vinyl acetate copolymers, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2016","Ethylene-vinyl acetate copolymers, in primary forms","PRODQNT",0
"Poland","Jan.-Dec. 2016","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","QNTUNIT",kg
"Poland","Jan.-Dec. 2016","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","PRODQNT",7334000
"Poland","Jan.-Dec. 2016","Expansible polystyrene, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2016","Expansible polystyrene, in primary forms","PRODQNT",90804000
"Poland","Jan.-Dec. 2016","Polystyrene, in primary forms (excluding expansible polystyrene)","QNTUNIT",kg
"Poland","Jan.-Dec. 2016","Polystyrene, in primary forms (excluding expansible polystyrene)","PRODQNT",47272000
"Poland","Jan.-Dec. 2016","Styrene-acrylonitrile (SAN) copolymers, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2016","Styrene-acrylonitrile (SAN) copolymers, in primary forms","PRODQNT",469000
"Poland","Jan.-Dec. 2016","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2016","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","PRODQNT",115000
"Poland","Jan.-Dec. 2016","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","QNTUNIT",kg
"Poland","Jan.-Dec. 2016","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","PRODQNT",9589000
"Poland","Jan.-Dec. 2016","Polyvinyl chloride, not mixed with any other substances, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2016","Polyvinyl chloride, not mixed with any other substances, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2016","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2016","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2016","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2016","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","PRODQNT",86824000
"Poland","Jan.-Dec. 2016","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2016","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","PRODQNT",0
"Poland","Jan.-Dec. 2016","Polymers of halogenated olefins, in primary forms, n.e.c.","QNTUNIT",kg
"Poland","Jan.-Dec. 2016","Polymers of halogenated olefins, in primary forms, n.e.c.","PRODQNT",0
"Poland","Jan.-Dec. 2016","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2016","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","PRODQNT",161378000
"Poland","Jan.-Dec. 2016","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","QNTUNIT",kg
"Poland","Jan.-Dec. 2016","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","PRODQNT",0
"Poland","Jan.-Dec. 2016","Polypropylene, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2016","Polypropylene, in primary forms","PRODQNT",264049000
"Poland","Jan.-Dec. 2016","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","QNTUNIT",kg
"Poland","Jan.-Dec. 2016","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","PQNTFLAG",:C
"Poland","Jan.-Dec. 2017","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","QNTUNIT",kg
"Poland","Jan.-Dec. 2017","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","PQNTFLAG",:C
"Poland","Jan.-Dec. 2017","Other polyethylene terephthalate in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2017","Other polyethylene terephthalate in primary forms","PRODQNT",216388000
"Poland","Jan.-Dec. 2017","Linear polyethylene having a specific gravity < 0,94, in primary forms","QNTUNIT",kg
"Poland","Jan.-Dec. 2017","Linear polyethylene having a specific gravity < 0,94, in primary forms","PQNTFLAG",:C
"Poland","Jan.-Dec. 2017","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","QNTUNIT",kg
"Poland","Jan.-Dec. 2017","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","PQNTFLAG",:C
"Poland","Jan.-Dec. 2017","Polyethylene having a specific gravity of >= 0,94, in primary forms","QNTUNIT",kg
